var_norm,n_years,first_year,last_year,years_present,example_name,status
mresto_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mResto_cMujeres,completa
mresto_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mResto_colabMujeres,completa
mresto_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mResto_colabTotal,completa
mresto_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mResto_cTotal,completa
mresto_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mResto_pMujeres,completa
mresto_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,mResto_pTotal,completa
ncodi,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,NCODI,completa
necropsias_hosp,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,necropsias_hosp,completa
nefrologia_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,nefrologia_mujeres,completa
nefrologia_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,nefrologia_total,completa
neumologia_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neumologia_mujeres,completa
neumologia_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neumologia_total,completa
neurocirugia_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurocirugia_cMujeres,completa
neurocirugia_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurocirugia_colabMujeres,completa
neurocirugia_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurocirugia_colabTotal,completa
neurocirugia_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurocirugia_cTotal,completa
neurocirugia_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurocirugia_mujeres,completa
neurocirugia_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurocirugia_pMujeres,completa
neurocirugia_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurocirugia_pTotal,completa
neurocirugia_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurocirugia_total,completa
neurofisiologia_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurofisiologia_mujeres,completa
neurofisiologia_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurofisiologia_total,completa
neurologia_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurologia_cMujeres,completa
neurologia_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurologia_colabMujeres,completa
neurologia_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurologia_colabTotal,completa
neurologia_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurologia_cTotal,completa
neurologia_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurologia_mujeres,completa
neurologia_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurologia_pMujeres,completa
neurologia_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurologia_pTotal,completa
neurologia_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,neurologia_total,completa
obstetricia_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,obstetricia_cMujeres,completa
obstetricia_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,obstetricia_colabMujeres,completa
obstetricia_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,obstetricia_colabTotal,completa
obstetricia_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,obstetricia_cTotal,completa
obstetricia_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,obstetricia_mujeres,completa
obstetricia_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,obstetricia_pMujeres,completa
obstetricia_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,obstetricia_pTotal,completa
obstetricia_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,obstetricia_total,completa
odueespeciali_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oDueEspeciali_cMujeres,completa
odueespeciali_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oDueEspeciali_colabMujeres,completa
odueespeciali_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oDueEspeciali_colabTotal,completa
odueespeciali_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oDueEspeciali_cTotal,completa
odueespeciali_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oDueEspeciali_pMujeres,completa
odueespeciali_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oDueEspeciali_pTotal,completa
oftalmologia_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oftalmologia_cMujeres,completa
oftalmologia_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oftalmologia_colabMujeres,completa
oftalmologia_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oftalmologia_colabTotal,completa
oftalmologia_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oftalmologia_cTotal,completa
oftalmologia_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oftalmologia_mujeres,completa
oftalmologia_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oftalmologia_pMujeres,completa
oftalmologia_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oftalmologia_pTotal,completa
oftalmologia_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oftalmologia_total,completa
onco_medica_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,onco_Medica_mujeres,completa
onco_medica_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,onco_Medica_total,completa
onco_radioterapica_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,onco_Radioterapica_mujeres,completa
onco_radioterapica_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,onco_Radioterapica_total,completa
onosani_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oNoSani_cMujeres,completa
onosani_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oNoSani_colabMujeres,completa
onosani_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oNoSani_colabTotal,completa
onosani_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oNoSani_cTotal,completa
onosani_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oNoSani_pMujeres,completa
onosani_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oNoSani_pTotal,completa
osanimedio_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oSaniMedio_cMujeres,completa
osanimedio_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oSaniMedio_colabMujeres,completa
osanimedio_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oSaniMedio_colabTotal,completa
osanimedio_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oSaniMedio_cTotal,completa
osanimedio_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oSaniMedio_pMujeres,completa
osanimedio_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oSaniMedio_pTotal,completa
otitusuperior_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oTituSuperior_cMujeres,completa
otitusuperior_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oTituSuperior_colabMujeres,completa
otitusuperior_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oTituSuperior_colabTotal,completa
otitusuperior_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oTituSuperior_cTotal,completa
otitusuperior_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oTituSuperior_pMujeres,completa
otitusuperior_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oTituSuperior_pTotal,completa
otorrino_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otorrino_cMujeres,completa
otorrino_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otorrino_colabMujeres,completa
otorrino_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otorrino_colabTotal,completa
otorrino_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otorrino_cTotal,completa
otorrino_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otorrino_mujeres,completa
otorrino_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otorrino_pMujeres,completa
otorrino_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otorrino_pTotal,completa
otorrino_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otorrino_total,completa
otras_asistenciales_centro,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otras_Asistenciales_centro,completa
otras_asistenciales_fuera,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otras_Asistenciales_fuera,completa
otrastexto,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otrasTexto,completa
otro_postgrado_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Otro_Postgrado_mujeres,completa
otro_postgrado_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Otro_Postgrado_total,completa
otroregimen,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otroRegimen,completa
otros1_texto,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otros1_texto,completa
otros2_texto,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otros2_texto,completa
otros3_texto,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otros3_texto,completa
otros_iinternos_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Otros_IInternos_mujeres,completa
otros_internos_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,Otros_Internos_total,completa
otros_noasistenciales_centro,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otros_NoAsistenciales_centro,completa
otros_noasistenciales_fuera,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,otros_NoAsistenciales_fuera,completa
oxigenoterapia_centro,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oxigenoterapia_centro,completa
oxigenoterapia_fuera,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,oxigenoterapia_fuera,completa
pacientetot_geria,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,pacienteTot_geria,completa
pacientetot_hospdom,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,pacienteTot_hospDom,completa
pacientetot_med,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,pacienteTot_med,completa
pacientetot_psiquia,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,pacienteTot_psiquia,completa
paritorios_funcionamiento,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,paritorios_funcionamiento,completa
paritorios_instalada,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,paritorios_instalada,completa
partovaginal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,partoVaginal,completa
pediatria_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,pediatria_cMujeres,completa
pediatria_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,pediatria_colabMujeres,completa
pediatria_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,pediatria_colabTotal,completa
pediatria_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,pediatria_cTotal,completa
pediatria_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,pediatria_mujeres,completa
pediatria_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,pediatria_pMujeres,completa
pediatria_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,pediatria_pTotal,completa
pediatria_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,pediatria_total,completa
peroficio_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,perOficio_cMujeres,completa
peroficio_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,perOficio_colabMujeres,completa
peroficio_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,perOficio_colabTotal,completa
peroficio_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,perOficio_cTotal,completa
peroficio_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,perOficio_pMujeres,completa
peroficio_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,perOficio_pTotal,completa
propiaspuestos_hdia_cma,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,propiasPuestos_HDia_CMA,completa
propiasquirofanos_hdia_cma,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,propiasQuirofanos_HDia_CMA,completa
psiquiatria_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,psiquiatria_cMujeres,completa
psiquiatria_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,psiquiatria_colabMujeres,completa
psiquiatria_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,psiquiatria_colabTotal,completa
psiquiatria_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,psiquiatria_cTotal,completa
psiquiatria_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,psiquiatria_mujeres,completa
psiquiatria_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,psiquiatria_pMujeres,completa
psiquiatria_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,psiquiatria_pTotal,completa
psiquiatria_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,psiquiatria_total,completa
puesto_hdia_geriatrico,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,puesto_HDia_geriatrico,completa
puesto_hdia_medico,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,puesto_HDia_medico,completa
puesto_hdia_psiquiatrico,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,puesto_HDia_psiquiatrico,completa
quirofanos_funcionamiento,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,quirofanos_funcionamiento,completa
quirofanos_instalada,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,quirofanos_instalada,completa
radiodiagnostico_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,radiodiagnostico_mujeres,completa
radiodiagnostico_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,radiodiagnostico_total,completa
rehabilitacion_centro,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,rehabilitacion_centro,completa
rehabilitacion_fuera,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,rehabilitacion_fuera,completa
restsani_cmujeres2,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,restSani_cMujeres2,completa
restsani_colabmujeres2,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,restSani_colabMujeres2,completa
restsani_colabtotal2,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,restSani_colabTotal2,completa
restsani_ctotal2,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,restSani_cTotal2,completa
restsani_pmujeres2,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,restSani_pMujeres2,completa
restsani_ptotal2,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,restSani_pTotal2,completa
reumatologia_mujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,reumatologia_mujeres,completa
reumatologia_total,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,reumatologia_total,completa
rnacvivos,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,rNacVivos,completa
salashemo_funcionamiento,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,salasHemo_funcionamiento,completa
salashemo_instalada,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,salasHemo_instalada,completa
scentrales_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sCentrales_cMujeres,completa
scentrales_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sCentrales_colabMujeres,completa
scentrales_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sCentrales_colabTotal,completa
scentrales_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sCentrales_cTotal,completa
scentrales_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sCentrales_pMujeres,completa
scentrales_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sCentrales_pTotal,completa
seguridad_centro,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,seguridad_centro,completa
sesionhdia_acctrafic,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sesionHdia_AccTrafic,completa
sesionhdia_asegpriv,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sesionHdia_AsegPriv,completa
sesionhdia_conveinter,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sesionHdia_conveInter,completa
sesionhdia_matepss,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sesionHdia_MATEPSS,completa
sesionhdia_mutuafun,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sesionHdia_MutuaFun,completa
sesionhdia_otrentipublica,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sesionHdia_otrEntiPublica,completa
sesionhdia_otroregim,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sesionHdia_otroRegim,completa
sesionhdia_particular,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sesionHdia_particular,completa
sesionhdia_sns,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sesionHdia_sns,completa
sesiontot_geria,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sesionTot_geria,completa
sesiontot_med,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sesionTot_med,completa
sesiontot_psiquia,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,sesionTot_psiquia,completa
submedicas_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,subMedicas_cMujeres,completa
submedicas_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,subMedicas_colabMujeres,completa
submedicas_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,subMedicas_colabTotal,completa
submedicas_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,subMedicas_cTotal,completa
submedicas_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,subMedicas_pMujeres,completa
submedicas_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,subMedicas_pTotal,completa
subquirurgicas_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,subQuirurgicas_cMujeres,completa
subquirurgicas_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,subQuirurgicas_colabMujeres,completa
subquirurgicas_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,subQuirurgicas_colabTotal,completa
subquirurgicas_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,subQuirurgicas_cTotal,completa
subquirurgicas_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,subQuirurgicas_pMujeres,completa
subquirurgicas_ptotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,subQuirurgicas_pTotal,completa
tecsani_cmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,tecSani_cMujeres,completa
tecsani_colabmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,tecSani_colabMujeres,completa
tecsani_colabtotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,tecSani_colabTotal,completa
tecsani_ctotal,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,tecSani_cTotal,completa
tecsani_pmujeres,14,2010,2023,2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020|2021|2022|2023,tecSani_pMujeres,completa
