module_id;var_a;clean_a;years_a;n_yrs_a;var_b;clean_b;years_b;n_yrs_b;overlap;similarity;proposed;priority
9;altFinal_med;altFinal_med;2014|2015;2;altFinal_rehabilitacion;altFinal_rehabilitacion;2014|2015;2;2;0.8536;altFinal_med;mismo_periodo_NO_alias
9;altFinal_o1;altFinal_o1;2014|2015;2;altFinal_psiquiatria;altFinal_psiquiatria;2014|2015;2;2;0.8536;altFinal_o1;mismo_periodo_NO_alias
9;altFinal_o1;altFinal_o1;2014|2015;2;altFinal_psiquiMedia;altFinal_psiquiMedia;2014|2015;2;2;0.8536;altFinal_o1;mismo_periodo_NO_alias
9;altFinal_o2;altFinal_o2;2014|2015;2;altFinal_psiquiatria;altFinal_psiquiatria;2014|2015;2;2;0.8536;altFinal_o2;mismo_periodo_NO_alias
9;altFinal_o2;altFinal_o2;2014|2015;2;altFinal_psiquiMedia;altFinal_psiquiMedia;2014|2015;2;2;0.8536;altFinal_o2;mismo_periodo_NO_alias
9;altFinal_o3;altFinal_o3;2014|2015;2;altFinal_psiquiatria;altFinal_psiquiatria;2014|2015;2;2;0.8536;altFinal_o3;mismo_periodo_NO_alias
9;altFinal_o3;altFinal_o3;2014|2015;2;altFinal_psiquiMedia;altFinal_psiquiMedia;2014|2015;2;2;0.8536;altFinal_o3;mismo_periodo_NO_alias
9;altTraslaHosp_rehabilitacion;altTraslaHosp_rehabilitacion;2014|2015;2;altTraslaInter_psiAgudo;altTraslaInter_psiAgudo;2014|2015;2;2;0.8536;altTraslaHosp_rehabilitacion;mismo_periodo_NO_alias
18;consulta_otrEntiPublica;consulta_otrEntiPublica;2014|2015;2;consulta_sns;consulta_sns;2014|2015;2;2;0.8536;consulta_otrEntiPublica;mismo_periodo_NO_alias
9;altCuracion_largaEstan;altCuracion_largaEstan;2014|2015;2;altCuracion_psiquiMedia;altCuracion_psiquiMedia;2014|2015;2;2;0.8535;altCuracion_largaEstan;mismo_periodo_NO_alias
9;altCuracion_mIntensiva;altCuracion_mIntensiva;2014|2015;2;altTraslaInter_mIntensiva;altTraslaInter_mIntensiva;2014|2015;2;2;0.8534;altCuracion_mIntensiva;mismo_periodo_NO_alias
9;altExitus_uQuemados;altExitus_uQuemados;2014|2015;2;altFinal_uQuemados;altFinal_uQuemados;2014|2015;2;2;0.8534;altExitus_uQuemados;mismo_periodo_NO_alias
5;cardiologia_cMujeres;cardiologia_cMujeres;2014|2015;2;cardiologia_pTotal;cardiologia_pTotal;2014|2015;2;2;0.8533;cardiologia_cMujeres;mismo_periodo_NO_alias
5;cardiologia_cTotal;cardiologia_cTotal;2014|2015;2;cardiologia_pMujeres;cardiologia_pMujeres;2014|2015;2;2;0.8533;cardiologia_cTotal;mismo_periodo_NO_alias
5;cOrtopedica_cMujeres;cOrtopedica_cMujeres;2014|2015;2;cOrtopedica_pTotal;cOrtopedica_pTotal;2014|2015;2;2;0.8533;cOrtopedica_cMujeres;mismo_periodo_NO_alias
5;cOrtopedica_cTotal;cOrtopedica_cTotal;2014|2015;2;cOrtopedica_pMujeres;cOrtopedica_pMujeres;2014|2015;2;2;0.8533;cOrtopedica_cTotal;mismo_periodo_NO_alias
5;cPediatrica_cMujeres;cPediatrica_cMujeres;2014|2015;2;cPediatrica_pTotal;cPediatrica_pTotal;2014|2015;2;2;0.8533;cPediatrica_cMujeres;mismo_periodo_NO_alias
5;cPediatrica_cTotal;cPediatrica_cTotal;2014|2015;2;cPediatrica_pMujeres;cPediatrica_pMujeres;2014|2015;2;2;0.8533;cPediatrica_cTotal;mismo_periodo_NO_alias
5;obstetricia_cMujeres;obstetricia_cMujeres;2014|2015;2;obstetricia_pTotal;obstetricia_pTotal;2014|2015;2;2;0.8533;obstetricia_cMujeres;mismo_periodo_NO_alias
5;obstetricia_cTotal;obstetricia_cTotal;2014|2015;2;obstetricia_pMujeres;obstetricia_pMujeres;2014|2015;2;2;0.8533;obstetricia_cTotal;mismo_periodo_NO_alias
5;psiquiatria_cMujeres;psiquiatria_cMujeres;2014|2015;2;psiquiatria_pTotal;psiquiatria_pTotal;2014|2015;2;2;0.8533;psiquiatria_cMujeres;mismo_periodo_NO_alias
5;psiquiatria_cTotal;psiquiatria_cTotal;2014|2015;2;psiquiatria_pMujeres;psiquiatria_pMujeres;2014|2015;2;2;0.8533;psiquiatria_cTotal;mismo_periodo_NO_alias
9;altCuracion_psiquiMedia;altCuracion_psiquiMedia;2014|2015;2;altCuracion_uCoronarios;altCuracion_uCoronarios;2014|2015;2;2;0.8533;altCuracion_psiquiMedia;mismo_periodo_NO_alias
9;altCuracion_psiquiMedia;altCuracion_psiquiMedia;2014|2015;2;altCuracion_uNeonatales;altCuracion_uNeonatales;2014|2015;2;2;0.8533;altCuracion_psiquiMedia;mismo_periodo_NO_alias
9;altTraslaHosp_uCoronarios;altTraslaHosp_uCoronarios;2014|2015;2;altTraslaInter_uci;altTraslaInter_uci;2014|2015;2;2;0.8533;altTraslaHosp_uCoronarios;mismo_periodo_NO_alias
10;progAngioVasc_resto;progAngioVasc_resto;2014|2015;2;progGine_resto;progGine_resto;2014|2015;2;2;0.8533;progAngioVasc_resto;mismo_periodo_NO_alias
10;progCirGeneral_total;progCirGeneral_total;2014|2015;2;progTrauma_total;progTrauma_total;2014|2015;2;2;0.8533;progCirGeneral_total;mismo_periodo_NO_alias
10;urgeAngioVasc_resto;urgeAngioVasc_resto;2014|2015;2;urgeGine_resto;urgeGine_resto;2014|2015;2;2;0.8533;urgeAngioVasc_resto;mismo_periodo_NO_alias
10;urgeCirGeneral_total;urgeCirGeneral_total;2014|2015;2;urgeTrauma_total;urgeTrauma_total;2014|2015;2;2;0.8533;urgeCirGeneral_total;mismo_periodo_NO_alias
15;Urg_altas;Urg_altas;2014|2015;2;Urg_exitus;Urg_exitus;2014|2015;2;2;0.8533;Urg_altas;mismo_periodo_NO_alias
7;nefrologia_total;nefrologia_total;2014|2015;2;neurofisiologia_total;neurofisiologia_total;2014|2015;2;2;0.8532;nefrologia_total;mismo_periodo_NO_alias
10;progCirCardio_resto;progCirCardio_resto;2014|2015;2;progCirNeuro_cma;progCirNeuro_cma;2014|2015;2;2;0.8532;progCirCardio_resto;mismo_periodo_NO_alias
10;progOtrasCirugias_cma;progOtrasCirugias_cma;2014|2015;2;progToracica_total;progToracica_total;2014|2015;2;2;0.8532;progOtrasCirugias_cma;mismo_periodo_NO_alias
10;urgeCirCardio_resto;urgeCirCardio_resto;2014|2015;2;urgeCirNeuro_cma;urgeCirNeuro_cma;2014|2015;2;2;0.8532;urgeCirCardio_resto;mismo_periodo_NO_alias
10;urgeOtrasCirugias_cma;urgeOtrasCirugias_cma;2014|2015;2;urgeToracica_total;urgeToracica_total;2014|2015;2;2;0.8532;urgeOtrasCirugias_cma;mismo_periodo_NO_alias
14;primDerma_CEP;primDerma_CEP;2014|2015;2;primRestoMed_hosp;primRestoMed_hosp;2014|2015;2;2;0.8532;primDerma_CEP;mismo_periodo_NO_alias
14;totCardio_CEP;totCardio_CEP;2014|2015;2;totCirGeneral_CEP;totCirGeneral_CEP;2014|2015;2;2;0.8532;totCardio_CEP;mismo_periodo_NO_alias
5;angiologia_cMujeres;angiologia_cMujeres;2014|2015;2;neurologia_cMujeres;neurologia_cMujeres;2014|2015;2;2;0.8531;angiologia_cMujeres;mismo_periodo_NO_alias
5;angiologia_pMujeres;angiologia_pMujeres;2014|2015;2;neurologia_pMujeres;neurologia_pMujeres;2014|2015;2;2;0.8531;angiologia_pMujeres;mismo_periodo_NO_alias
6;restSani_colabTotal2;restSani_colabTotal2;2014|2015;2;tecSani_colabTotal;tecSani_colabTotal;2014|2015;2;2;0.8531;restSani_colabTotal2;mismo_periodo_NO_alias
9;camas_largaEstan;camas_largaEstan;2014|2015;2;camas_neonatologia;camas_neonatologia;2014|2015;2;2;0.8531;camas_largaEstan;mismo_periodo_NO_alias
10;progMaxilo_total;progMaxilo_total;2014|2015;2;progPlastica_total;progPlastica_total;2014|2015;2;2;0.8531;progMaxilo_total;mismo_periodo_NO_alias
10;progMaxilo_total;progMaxilo_total;2014|2015;2;progToracica_total;progToracica_total;2014|2015;2;2;0.8531;progMaxilo_total;mismo_periodo_NO_alias
10;urgeMaxilo_total;urgeMaxilo_total;2014|2015;2;urgePlastica_total;urgePlastica_total;2014|2015;2;2;0.8531;urgeMaxilo_total;mismo_periodo_NO_alias
10;urgeMaxilo_total;urgeMaxilo_total;2014|2015;2;urgeToracica_total;urgeToracica_total;2014|2015;2;2;0.8531;urgeMaxilo_total;mismo_periodo_NO_alias
5;pediatria_cTotal;pediatria_cTotal;2014|2015;2;psiquiatria_cTotal;psiquiatria_cTotal;2014|2015;2;2;0.853;pediatria_cTotal;mismo_periodo_NO_alias
5;pediatria_pTotal;pediatria_pTotal;2014|2015;2;psiquiatria_pTotal;psiquiatria_pTotal;2014|2015;2;2;0.853;pediatria_pTotal;mismo_periodo_NO_alias
6;due_colabTotal;due_colabTotal;2014|2015;2;due_pTotal;due_pTotal;2014|2015;2;2;0.853;due_colabTotal;mismo_periodo_NO_alias
10;progCirGeneral_cma;progCirGeneral_cma;2014|2015;2;urgeCirGeneral_cma;urgeCirGeneral_cma;2014|2015;2;2;0.853;progCirGeneral_cma;mismo_periodo_NO_alias
7;med_Familiar_mujeres;med_Familiar_mujeres;2014|2015;2;med_Intensiva_mujeres;med_Intensiva_mujeres;2014|2015;2;2;0.8529;med_Familiar_mujeres;mismo_periodo_NO_alias
7;med_Fisica_mujeres;med_Fisica_mujeres;2014|2015;2;med_Interna_mujeres;med_Interna_mujeres;2014|2015;2;2;0.8529;med_Fisica_mujeres;mismo_periodo_NO_alias
9;altTraslaHosp_uNeonatales;altTraslaHosp_uNeonatales;2014|2015;2;altTraslaInter_rehabilitacion;altTraslaInter_rehabilitacion;2014|2015;2;2;0.8529;altTraslaHosp_uNeonatales;mismo_periodo_NO_alias
9;estancias_medicina;estancias_medicina;2014|2015;2;estancias_uNeonatales;estancias_uNeonatales;2014|2015;2;2;0.8529;estancias_medicina;mismo_periodo_NO_alias
10;progAngioVasc_resto;progAngioVasc_resto;2014|2015;2;progCirNeuro_resto;progCirNeuro_resto;2014|2015;2;2;0.8529;progAngioVasc_resto;mismo_periodo_NO_alias
10;progCirCardio_hosp;progCirCardio_hosp;2014|2015;2;progCirPediat_resto;progCirPediat_resto;2014|2015;2;2;0.8529;progCirCardio_hosp;mismo_periodo_NO_alias
10;urgeAngioVasc_resto;urgeAngioVasc_resto;2014|2015;2;urgeCirNeuro_resto;urgeCirNeuro_resto;2014|2015;2;2;0.8529;urgeAngioVasc_resto;mismo_periodo_NO_alias
10;urgeCirCardio_hosp;urgeCirCardio_hosp;2014|2015;2;urgeCirPediat_resto;urgeCirPediat_resto;2014|2015;2;2;0.8529;urgeCirCardio_hosp;mismo_periodo_NO_alias
14;totOrl_hosp;totOrl_hosp;2014|2015;2;totOtrasConsul_CEP;totOtrasConsul_CEP;2014|2015;2;2;0.8529;totOrl_hosp;mismo_periodo_NO_alias
18;sesionHdia_conveInter;sesionHdia_conveInter;2014|2015;2;sesionHdia_MATEPSS;sesionHdia_MATEPSS;2014|2015;2;2;0.8529;sesionHdia_conveInter;mismo_periodo_NO_alias
9;altTraslaHosp_largaEstan;altTraslaHosp_largaEstan;2014|2015;2;altTraslaInter_o1;altTraslaInter_o1;2014|2015;2;2;0.8528;altTraslaHosp_largaEstan;mismo_periodo_NO_alias
9;altTraslaHosp_largaEstan;altTraslaHosp_largaEstan;2014|2015;2;altTraslaInter_o2;altTraslaInter_o2;2014|2015;2;2;0.8528;altTraslaHosp_largaEstan;mismo_periodo_NO_alias
9;altTraslaHosp_largaEstan;altTraslaHosp_largaEstan;2014|2015;2;altTraslaInter_o3;altTraslaInter_o3;2014|2015;2;2;0.8528;altTraslaHosp_largaEstan;mismo_periodo_NO_alias
9;altTraslaHosp_restoPedia;altTraslaHosp_restoPedia;2014|2015;2;altTraslaInter_o1;altTraslaInter_o1;2014|2015;2;2;0.8528;altTraslaHosp_restoPedia;mismo_periodo_NO_alias
9;altTraslaHosp_restoPedia;altTraslaHosp_restoPedia;2014|2015;2;altTraslaInter_o2;altTraslaInter_o2;2014|2015;2;2;0.8528;altTraslaHosp_restoPedia;mismo_periodo_NO_alias
9;altTraslaHosp_restoPedia;altTraslaHosp_restoPedia;2014|2015;2;altTraslaInter_o3;altTraslaInter_o3;2014|2015;2;2;0.8528;altTraslaHosp_restoPedia;mismo_periodo_NO_alias
9;camas_neonatologia;camas_neonatologia;2014|2015;2;camas_o1;camas_o1;2014|2015;2;2;0.8528;camas_neonatologia;mismo_periodo_NO_alias
9;camas_neonatologia;camas_neonatologia;2014|2015;2;camas_o2;camas_o2;2014|2015;2;2;0.8528;camas_neonatologia;mismo_periodo_NO_alias
9;camas_neonatologia;camas_neonatologia;2014|2015;2;camas_o3;camas_o3;2014|2015;2;2;0.8528;camas_neonatologia;mismo_periodo_NO_alias
10;progOtrasCirugias_hosp;progOtrasCirugias_hosp;2014|2015;2;progPlastica_hosp;progPlastica_hosp;2014|2015;2;2;0.8528;progOtrasCirugias_hosp;mismo_periodo_NO_alias
10;urgeOtrasCirugias_hosp;urgeOtrasCirugias_hosp;2014|2015;2;urgePlastica_hosp;urgePlastica_hosp;2014|2015;2;2;0.8528;urgeOtrasCirugias_hosp;mismo_periodo_NO_alias
5;aDigestivo_colabMujeres;aDigestivo_colabMujeres;2014|2015;2;pediatria_colabMujeres;pediatria_colabMujeres;2014|2015;2;2;0.8527;aDigestivo_colabMujeres;mismo_periodo_NO_alias
5;subMedicas_colabMujeres;subMedicas_colabMujeres;2014|2015;2;urgencias_colabMujeres;urgencias_colabMujeres;2014|2015;2;2;0.8527;subMedicas_colabMujeres;mismo_periodo_NO_alias
10;progCirGeneral_total;progCirGeneral_total;2014|2015;2;progCirNeuro_resto;progCirNeuro_resto;2014|2015;2;2;0.8527;progCirGeneral_total;mismo_periodo_NO_alias
10;progCirGeneral_total;progCirGeneral_total;2014|2015;2;progToracica_total;progToracica_total;2014|2015;2;2;0.8527;progCirGeneral_total;mismo_periodo_NO_alias
10;urgeCirGeneral_total;urgeCirGeneral_total;2014|2015;2;urgeCirNeuro_resto;urgeCirNeuro_resto;2014|2015;2;2;0.8527;urgeCirGeneral_total;mismo_periodo_NO_alias
10;urgeCirGeneral_total;urgeCirGeneral_total;2014|2015;2;urgeToracica_total;urgeToracica_total;2014|2015;2;2;0.8527;urgeCirGeneral_total;mismo_periodo_NO_alias
5;total_colabMujerMedicos;total_colabMujerMedicos;2014|2015;2;total_pMedicos;total_pMedicos;2014|2015;2;2;0.8526;total_colabMujerMedicos;mismo_periodo_NO_alias
10;progCirCardio_total;progCirCardio_total;2014|2015;2;progORL_total;progORL_total;2014|2015;2;2;0.8526;progCirCardio_total;mismo_periodo_NO_alias
10;urgeCirCardio_total;urgeCirCardio_total;2014|2015;2;urgeORL_total;urgeORL_total;2014|2015;2;2;0.8526;urgeCirCardio_total;mismo_periodo_NO_alias
18;sesionHdia_AsegPriv;sesionHdia_AsegPriv;2014|2015;2;sesionHdia_MutuaFun;sesionHdia_MutuaFun;2014|2015;2;2;0.8526;sesionHdia_AsegPriv;mismo_periodo_NO_alias
9;altExitus_uQuemados;altExitus_uQuemados;2014|2015;2;altTraslaInter_uQuemados;altTraslaInter_uQuemados;2014|2015;2;2;0.8525;altExitus_uQuemados;mismo_periodo_NO_alias
9;altExitus_psiquiatria;altExitus_psiquiatria;2014|2015;2;altExitus_uCoronarios;altExitus_uCoronarios;2014|2015;2;2;0.8524;altExitus_psiquiatria;mismo_periodo_NO_alias
9;altExitus_psiquiatria;altExitus_psiquiatria;2014|2015;2;altExitus_uNeonatales;altExitus_uNeonatales;2014|2015;2;2;0.8524;altExitus_psiquiatria;mismo_periodo_NO_alias
9;estancias_psiquiatria;estancias_psiquiatria;2014|2015;2;estancias_uCoronarios;estancias_uCoronarios;2014|2015;2;2;0.8524;estancias_psiquiatria;mismo_periodo_NO_alias
9;estancias_psiquiatria;estancias_psiquiatria;2014|2015;2;estancias_uNeonatales;estancias_uNeonatales;2014|2015;2;2;0.8524;estancias_psiquiatria;mismo_periodo_NO_alias
5;mFisica_colabTotal;mFisica_colabTotal;2014|2015;2;subMedicas_colabTotal;subMedicas_colabTotal;2014|2015;2;2;0.8523;mFisica_colabTotal;mismo_periodo_NO_alias
6;gMedioSani_colabTotal;gMedioSani_colabTotal;2014|2015;2;oNoSani_colabTotal;oNoSani_colabTotal;2014|2015;2;2;0.8523;gMedioSani_colabTotal;mismo_periodo_NO_alias
17;totFisiot_Sesion;totFisiot_Sesion;2014|2015;2;totLitofrag_Sesion;totLitofrag_Sesion;2014|2015;2;2;0.8523;totFisiot_Sesion;mismo_periodo_NO_alias
9;altFinal_psiAgudo;altFinal_psiAgudo;2014|2015;2;altFinal_uNeonatales;altFinal_uNeonatales;2014|2015;2;2;0.8522;altFinal_psiAgudo;mismo_periodo_NO_alias
9;altTraslaHosp_trauma;altTraslaHosp_trauma;2014|2015;2;altTraslaInter_o1;altTraslaInter_o1;2014|2015;2;2;0.8522;altTraslaHosp_trauma;mismo_periodo_NO_alias
9;altTraslaHosp_trauma;altTraslaHosp_trauma;2014|2015;2;altTraslaInter_o2;altTraslaInter_o2;2014|2015;2;2;0.8522;altTraslaHosp_trauma;mismo_periodo_NO_alias
9;altTraslaHosp_trauma;altTraslaHosp_trauma;2014|2015;2;altTraslaInter_o3;altTraslaInter_o3;2014|2015;2;2;0.8522;altTraslaHosp_trauma;mismo_periodo_NO_alias
10;progMaxilo_resto;progMaxilo_resto;2014|2015;2;progORL_total;progORL_total;2014|2015;2;2;0.8522;progMaxilo_resto;mismo_periodo_NO_alias
10;progORL_resto;progORL_resto;2014|2015;2;progTrauma_resto;progTrauma_resto;2014|2015;2;2;0.8522;progORL_resto;mismo_periodo_NO_alias
10;urgeMaxilo_resto;urgeMaxilo_resto;2014|2015;2;urgeORL_total;urgeORL_total;2014|2015;2;2;0.8522;urgeMaxilo_resto;mismo_periodo_NO_alias
10;urgeORL_resto;urgeORL_resto;2014|2015;2;urgeTrauma_resto;urgeTrauma_resto;2014|2015;2;2;0.8522;urgeORL_resto;mismo_periodo_NO_alias
7;microbiologia_mujeres;microbiologia_mujeres;2014|2015;2;neurofisiologia_mujeres;neurofisiologia_mujeres;2014|2015;2;2;0.8521;microbiologia_mujeres;mismo_periodo_NO_alias
9;altCuracion_psiAgudo;altCuracion_psiAgudo;2014|2015;2;altCuracion_rehabilitacion;altCuracion_rehabilitacion;2014|2015;2;2;0.8521;altCuracion_psiAgudo;mismo_periodo_NO_alias
9;altFinal_neonatologia;altFinal_neonatologia;2014|2015;2;altFinal_restoPedia;altFinal_restoPedia;2014|2015;2;2;0.8521;altFinal_neonatologia;mismo_periodo_NO_alias
9;altOtracausa_pediatria;altOtracausa_pediatria;2014|2015;2;altTraslaInter_uci;altTraslaInter_uci;2014|2015;2;2;0.8521;altOtracausa_pediatria;mismo_periodo_NO_alias
10;progCirNeuro_total;progCirNeuro_total;2014|2015;2;progUrolog_cma;progUrolog_cma;2014|2015;2;2;0.8521;progCirNeuro_total;mismo_periodo_NO_alias
10;progToracica_total;progToracica_total;2014|2015;2;progTrauma_cma;progTrauma_cma;2014|2015;2;2;0.8521;progToracica_total;mismo_periodo_NO_alias
10;urgeCirNeuro_total;urgeCirNeuro_total;2014|2015;2;urgeUrolog_cma;urgeUrolog_cma;2014|2015;2;2;0.8521;urgeCirNeuro_total;mismo_periodo_NO_alias
10;urgeToracica_total;urgeToracica_total;2014|2015;2;urgeTrauma_cma;urgeTrauma_cma;2014|2015;2;2;0.8521;urgeToracica_total;mismo_periodo_NO_alias
14;totCirGeneral_hosp;totCirGeneral_hosp;2014|2015;2;totDerma_hosp;totDerma_hosp;2014|2015;2;2;0.8521;totCirGeneral_hosp;mismo_periodo_NO_alias
18;total_altas;total_altas;2014|2015;2;total_urgencias;total_urgencias;2014|2015;2;2;0.8521;total_altas;mismo_periodo_NO_alias
5;aDigestivo_cMujeres;aDigestivo_cMujeres;2014|2015;2;pediatria_cMujeres;pediatria_cMujeres;2014|2015;2;2;0.852;aDigestivo_cMujeres;mismo_periodo_NO_alias
5;aDigestivo_pMujeres;aDigestivo_pMujeres;2014|2015;2;pediatria_pMujeres;pediatria_pMujeres;2014|2015;2;2;0.852;aDigestivo_pMujeres;mismo_periodo_NO_alias
5;anestesia_pMujeres;anestesia_pMujeres;2014|2015;2;cPlastica_pMujeres;cPlastica_pMujeres;2014|2015;2;2;0.8519;anestesia_pMujeres;mismo_periodo_NO_alias
9;altCuracion_psiAgudo;altCuracion_psiAgudo;2014|2015;2;altOtracausa_psiAgudo;altOtracausa_psiAgudo;2014|2015;2;2;0.8519;altCuracion_psiAgudo;mismo_periodo_NO_alias
9;altExitus_paliativos;altExitus_paliativos;2014|2015;2;altExitus_uCoronarios;altExitus_uCoronarios;2014|2015;2;2;0.8519;altExitus_paliativos;mismo_periodo_NO_alias
9;altTraslaHosp_largaEstan;altTraslaHosp_largaEstan;2014|2015;2;altTraslaInter_uNeonatales;altTraslaInter_uNeonatales;2014|2015;2;2;0.8519;altTraslaHosp_largaEstan;mismo_periodo_NO_alias
9;estancias_paliativos;estancias_paliativos;2014|2015;2;estancias_uCoronarios;estancias_uCoronarios;2014|2015;2;2;0.8519;estancias_paliativos;mismo_periodo_NO_alias
10;progAngioVasc_resto;progAngioVasc_resto;2014|2015;2;progCirCardio_resto;progCirCardio_resto;2014|2015;2;2;0.8519;progAngioVasc_resto;mismo_periodo_NO_alias
10;progCirGeneral_hosp;progCirGeneral_hosp;2014|2015;2;progCirPediat_resto;progCirPediat_resto;2014|2015;2;2;0.8519;progCirGeneral_hosp;mismo_periodo_NO_alias
10;urgeAngioVasc_resto;urgeAngioVasc_resto;2014|2015;2;urgeCirCardio_resto;urgeCirCardio_resto;2014|2015;2;2;0.8519;urgeAngioVasc_resto;mismo_periodo_NO_alias
10;urgeCirGeneral_hosp;urgeCirGeneral_hosp;2014|2015;2;urgeCirPediat_resto;urgeCirPediat_resto;2014|2015;2;2;0.8519;urgeCirGeneral_hosp;mismo_periodo_NO_alias
14;total_CEP;total_CEP;2014|2015;2;totRehabil_CEP;totRehabil_CEP;2014|2015;2;2;0.8519;total_CEP;mismo_periodo_NO_alias
14;primOrl_CEP;primOrl_CEP;2014|2015;2;primOtrasConsul_hosp;primOtrasConsul_hosp;2014|2015;2;2;0.8518;primOrl_CEP;mismo_periodo_NO_alias
7;Eir_Familiar_total;Eir_Familiar_total;2014|2015;2;Eir_Salud_total;Eir_Salud_total;2014|2015;2;2;0.8517;Eir_Familiar_total;mismo_periodo_NO_alias
9;altFinal_largaEstan;altFinal_largaEstan;2014|2015;2;altFinal_psiquiatria;altFinal_psiquiatria;2014|2015;2;2;0.8517;altFinal_largaEstan;mismo_periodo_NO_alias
9;altTraslaHosp_largaEstan;altTraslaHosp_largaEstan;2014|2015;2;altTraslaInter_neonatologia;altTraslaInter_neonatologia;2014|2015;2;2;0.8517;altTraslaHosp_largaEstan;mismo_periodo_NO_alias
9;altTraslaHosp_mIntensiva;altTraslaHosp_mIntensiva;2014|2015;2;altTraslaInter_med;altTraslaInter_med;2014|2015;2;2;0.8517;altTraslaHosp_mIntensiva;mismo_periodo_NO_alias
10;progCirNeuro_total;progCirNeuro_total;2014|2015;2;progDerma_total;progDerma_total;2014|2015;2;2;0.8517;progCirNeuro_total;mismo_periodo_NO_alias
10;progDerma_total;progDerma_total;2014|2015;2;progMaxilo_resto;progMaxilo_resto;2014|2015;2;2;0.8517;progDerma_total;mismo_periodo_NO_alias
10;progMaxilo_total;progMaxilo_total;2014|2015;2;progOftalmo_cma;progOftalmo_cma;2014|2015;2;2;0.8517;progMaxilo_total;mismo_periodo_NO_alias
10;progORL_hosp;progORL_hosp;2014|2015;2;progUrolog_resto;progUrolog_resto;2014|2015;2;2;0.8517;progORL_hosp;mismo_periodo_NO_alias
10;urgeCirNeuro_total;urgeCirNeuro_total;2014|2015;2;urgeDerma_total;urgeDerma_total;2014|2015;2;2;0.8517;urgeCirNeuro_total;mismo_periodo_NO_alias
10;urgeDerma_total;urgeDerma_total;2014|2015;2;urgeMaxilo_resto;urgeMaxilo_resto;2014|2015;2;2;0.8517;urgeDerma_total;mismo_periodo_NO_alias
10;urgeMaxilo_total;urgeMaxilo_total;2014|2015;2;urgeOftalmo_cma;urgeOftalmo_cma;2014|2015;2;2;0.8517;urgeMaxilo_total;mismo_periodo_NO_alias
10;urgeORL_hosp;urgeORL_hosp;2014|2015;2;urgeUrolog_resto;urgeUrolog_resto;2014|2015;2;2;0.8517;urgeORL_hosp;mismo_periodo_NO_alias
14;primNeurolog_CEP;primNeurolog_CEP;2014|2015;2;primOrl_hosp;primOrl_hosp;2014|2015;2;2;0.8517;primNeurolog_CEP;mismo_periodo_NO_alias
14;totPediatria_CEP;totPediatria_CEP;2014|2015;2;totPreAnest_CEP;totPreAnest_CEP;2014|2015;2;2;0.8517;totPediatria_CEP;mismo_periodo_NO_alias
9;altCuracion_psiquiatria;altCuracion_psiquiatria;2014|2015;2;altTraslaHosp_psiquiatria;altTraslaHosp_psiquiatria;2014|2015;2;2;0.8515;altCuracion_psiquiatria;mismo_periodo_NO_alias
9;altExitus_largaEstan;altExitus_largaEstan;2014|2015;2;altExitus_uQuemados;altExitus_uQuemados;2014|2015;2;2;0.8515;altExitus_largaEstan;mismo_periodo_NO_alias
9;altTraslaHosp_rehabilitacion;altTraslaHosp_rehabilitacion;2014|2015;2;altTraslaInter_gine;altTraslaInter_gine;2014|2015;2;2;0.8515;altTraslaHosp_rehabilitacion;mismo_periodo_NO_alias
9;estancias_largaEstan;estancias_largaEstan;2014|2015;2;estancias_uQuemados;estancias_uQuemados;2014|2015;2;2;0.8515;estancias_largaEstan;mismo_periodo_NO_alias
18;sesionHdia_MutuaFun;sesionHdia_MutuaFun;2014|2015;2;sesionHdia_otroRegim;sesionHdia_otroRegim;2014|2015;2;2;0.8515;sesionHdia_MutuaFun;mismo_periodo_NO_alias
6;gMedioSani_cMujeres;gMedioSani_cMujeres;2014|2015;2;oSaniMedio_pMujeres;oSaniMedio_pMujeres;2014|2015;2;2;0.8514;gMedioSani_cMujeres;mismo_periodo_NO_alias
6;gMedioSani_pMujeres;gMedioSani_pMujeres;2014|2015;2;oSaniMedio_cMujeres;oSaniMedio_cMujeres;2014|2015;2;2;0.8514;gMedioSani_pMujeres;mismo_periodo_NO_alias
7;med_Nuclear_mujeres;med_Nuclear_mujeres;2014|2015;2;med_Preventiva_mujeres;med_Preventiva_mujeres;2014|2015;2;2;0.8514;med_Nuclear_mujeres;mismo_periodo_NO_alias
9;altExitus_largaEstan;altExitus_largaEstan;2014|2015;2;altExitus_psiAgudo;altExitus_psiAgudo;2014|2015;2;2;0.8514;altExitus_largaEstan;mismo_periodo_NO_alias
9;altExitus_psiquiMedia;altExitus_psiquiMedia;2014|2015;2;altExitus_total;altExitus_total;2014|2015;2;2;0.8514;altExitus_psiquiMedia;mismo_periodo_NO_alias
9;altFinal_psiquiatria;altFinal_psiquiatria;2014|2015;2;altFinal_uQuemados;altFinal_uQuemados;2014|2015;2;2;0.8514;altFinal_psiquiatria;mismo_periodo_NO_alias
9;altTraslaHosp_trauma;altTraslaHosp_trauma;2014|2015;2;altTraslaInter_med;altTraslaInter_med;2014|2015;2;2;0.8514;altTraslaHosp_trauma;mismo_periodo_NO_alias
9;altTraslaHosp_trauma;altTraslaHosp_trauma;2014|2015;2;altTraslaInter_total;altTraslaInter_total;2014|2015;2;2;0.8514;altTraslaHosp_trauma;mismo_periodo_NO_alias
